site,spp_1,species,count,day,month,season,year,time,sunrise,sunset,m_60
Lisnaskea Forest,Sika,Sika,1,30,9,autumn,2015,05:53:00,06:26,18:06,-0.55
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,21:44:00,05:30,21:11,-0.55
Lisnaskea Forest,Sika,Sika,1,5,9,autumn,2015,19:44:00,05:40,19:09,-0.57
Lisnaskea Forest,Sika,Sika,1,5,9,autumn,2015,19:44:00,05:40,19:09,-0.57
Lisnaskea Forest,Sika,Sika,2,6,9,autumn,2015,19:41:00,05:41,19:06,-0.57
Lisnaskea Forest,Marten,Pine Marten,1,9,10,autumn,2015,06:09:00,06:43,17:43,-0.57
Lisnaskea Forest,Sika,Sika,1,12,11,autumn,2015,07:16:00,07:50,16:30,-0.57
Lisnaskea Forest,Marten,Pine Marten,1,10,9,autumn,2015,19:32:00,05:49,18:56,-0.58
Lisnaskea Forest,Marten,Pine Marten,1,2,10,autumn,2015,18:37:00,06:29,18:01,-0.58
Lisnaskea Forest,Squirrel,Squirrel,1,10,10,autumn,2015,18:17:00,06:45,17:41,-0.58
Lisnaskea Forest,Rabbit,Rabbit,1,8,5,spring,2016,21:46:00,05:30,21:11,-0.58
Lisnaskea Forest,Badger,Badger,1,9,5,spring,2016,04:53:00,05:28,21:13,-0.58
Lisnaskea Forest,Mouse,Wood mouse,1,30,7,summer,2016,04:57:00,05:32,21:27,-0.58
Lisnaskea Forest,Mouse,Wood mouse,1,1,8,summer,2016,05:00:00,05:35,21:24,-0.58
Lisnaskea Forest,Rabbit,Rabbit,1,4,8,summer,2016,21:59:00,05:40,21:24,-0.58
Lisnaskea Forest,Sika,Sika,2,8,9,autumn,2015,19:38:00,05:45,19:01,-0.6
Lisnaskea Forest,Marten,Pine Marten,1,23,9,autumn,2015,05:37:00,06:13,18:23,-0.6
Lisnaskea Forest,Sika,Sika,1,23,11,autumn,2015,07:35:00,08:11,16:13,-0.6
Lisnaskea Forest,Rabbit,Rabbit,1,12,5,spring,2016,04:47:00,05:23,21:18,-0.6
Lisnaskea Forest,Rabbit,Rabbit,1,15,5,spring,2016,22:00:00,05:17,21:24,-0.6
Lisnaskea Forest,Rabbit,Rabbit,1,16,5,spring,2016,04:40:00,05:16,21:25,-0.6
Lisnaskea Forest,Badger,Badger,1,2,8,summer,2016,22:00:00,05:37,21:24,-0.6
Lisnaskea Forest,Squirrel,Squirrel,1,8,10,autumn,2015,18:24:00,06:41,17:46,-0.62
Lisnaskea Forest,Marten,Pine Marten,1,9,10,autumn,2015,18:21:00,06:43,17:43,-0.62
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,04:53:00,05:30,21:11,-0.62
Lisnaskea Forest,Rabbit,Rabbit,1,21,6,summer,2016,04:10:00,04:47,22:04,-0.62
Lisnaskea Forest,Mouse,Wood mouse,1,3,8,summer,2016,22:01:00,05:39,21:24,-0.62
Lisnaskea Forest,Sika,Sika,1,3,8,summer,2015,21:03:00,04:39,20:24,-0.63
Lisnaskea Forest,Marten,Pine Marten,1,2,9,autumn,2015,19:55:00,05:34,19:16,-0.63
Lisnaskea Forest,Sika,Sika,2,5,9,autumn,2015,19:48:00,05:40,19:09,-0.63
Lisnaskea Forest,Hare,Hare,1,9,10,autumn,2015,18:22:00,06:43,17:43,-0.63
Lisnaskea Forest,Rabbit,Rabbit,2,13,5,spring,2016,04:43:00,05:21,21:20,-0.63
Lisnaskea Forest,Rabbit,Rabbit,1,16,7,summer,2016,22:27:00,05:09,21:49,-0.63
Lisnaskea Forest,Rabbit,Rabbit,1,4,8,summer,2016,22:02:00,05:40,21:24,-0.63
Lisnaskea Forest,Sika,Sika,2,4,9,autumn,2015,19:51:00,05:38,19:11,-0.65
Lisnaskea Forest,Squirrel,Squirrel,1,10,10,autumn,2015,18:21:00,06:45,17:41,-0.65
Lisnaskea Forest,Sika,Sika,4,5,9,autumn,2015,19:50:00,05:40,19:09,-0.07
Lisnaskea Forest,Hare,Hare,1,9,10,autumn,2015,18:24:00,06:43,17:43,-0.07
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,04:50:00,05:30,21:11,-0.07
Lisnaskea Forest,Badger,Badger,1,12,5,spring,2016,04:43:00,05:23,21:18,-0.07
Lisnaskea Forest,Rabbit,Rabbit,1,1,6,summer,2016,22:29:00,04:55,21:49,-0.07
Lisnaskea Forest,Badger,Badger,1,11,6,summer,2016,22:39:00,04:48,21:59,-0.07
Lisnaskea Forest,Sika,Sika,1,2,9,autumn,2015,19:58:00,05:34,19:16,-0.68
Lisnaskea Forest,Mouse,Wood mouse,1,16,9,autumn,2015,05:19:00,06:00,18:41,-0.68
Lisnaskea Forest,Hare,Hare,1,22,11,autumn,2015,16:56:00,08:09,16:14,-0.68
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,21:52:00,05:30,21:11,-0.68
Lisnaskea Forest,Sika,Sika,2,31,8,summer,2015,20:04:00,05:30,19:21,-0.7
Lisnaskea Forest,Sika,Sika,1,5,9,autumn,2015,19:52:00,05:40,19:09,-0.7
Lisnaskea Forest,Sika,Sika,2,14,9,autumn,2015,19:29:00,05:56,18:46,-0.7
Lisnaskea Forest,Badger,Badger,1,10,5,spring,2016,04:44:00,05:26,21:15,-0.7
Lisnaskea Forest,Squirrel,Red Squirrel,1,16,5,spring,2016,04:34:00,05:16,21:25,-0.7
Lisnaskea Forest,Badger,Badger,1,5,6,summer,2016,04:09:00,04:51,21:54,-0.7
Lisnaskea Forest,Rat,Rat,1,8,6,summer,2016,04:07:00,04:49,21:57,-0.7
Lisnaskea Forest,Rabbit,Rabbit,1,13,7,summer,2016,04:23:00,05:05,21:53,-0.7
Lisnaskea Forest,Sika,Sika,2,6,9,autumn,2015,19:50:00,05:41,19:06,-0.72
Lisnaskea Forest,Rabbit,Rabbit,1,18,5,spring,2016,22:12:00,05:13,21:29,-0.72
Lisnaskea Forest,Rabbit,Rabbit,1,19,5,spring,2016,22:13:00,05:11,21:30,-0.72
Lisnaskea Forest,Badger,Badger,1,30,7,summer,2016,04:49:00,05:32,21:27,-0.72
Lisnaskea Forest,Badger,Badger,1,30,7,summer,2016,22:10:00,05:32,21:27,-0.72
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,21:55:00,05:30,21:11,-0.73
Lisnaskea Forest,Badger,Badger,1,22,5,spring,2016,22:19:00,05:06,21:35,-0.73
Lisnaskea Forest,Badger,Badger,1,22,6,summer,2016,04:03:00,04:47,22:04,-0.73
Lisnaskea Forest,Sika,Sika,1,2,9,autumn,2015,20:02:00,05:34,19:16,-0.75
Lisnaskea Forest,Sika,Sika,1,3,9,autumn,2015,20:00:00,05:36,19:14,-0.75
Lisnaskea Forest,Squirrel,Squirrel,1,8,10,autumn,2015,18:32:00,06:41,17:46,-0.75
Lisnaskea Forest,Sika,Sika,1,24,11,autumn,2015,07:28:00,08:13,16:12,-0.75
Lisnaskea Forest,Badger,Badger,1,5,5,spring,2016,21:51:00,05:36,21:06,-0.75
Lisnaskea Forest,Badger,Badger,1,10,5,spring,2016,22:00:00,05:26,21:15,-0.75
Lisnaskea Forest,Mouse,Wood mouse,1,29,7,summer,2016,04:45:00,05:30,21:29,-0.75
Lisnaskea Forest,Sika,Sika,1,5,9,autumn,2015,19:56:00,05:40,19:09,-0.77
Lisnaskea Forest,Squirrel,Squirrel,1,9,10,autumn,2015,18:30:00,06:43,17:43,-0.77
Lisnaskea Forest,Rabbit,Rabbit,1,22,5,spring,2016,22:22:00,05:06,21:35,-0.78
Lisnaskea Forest,Badger,Badger,1,7,6,summer,2016,22:43:00,04:50,21:56,-0.78
Lisnaskea Forest,Badger,Badger,1,9,5,spring,2016,22:01:00,05:28,21:13,-0.8
Lisnaskea Forest,Rabbit,Rabbit,1,11,5,spring,2016,22:05:00,05:25,21:17,-0.8
Lisnaskea Forest,Sika,Sika,3,5,9,autumn,2015,19:59:00,05:40,19:09,-0.82
Lisnaskea Forest,Badger,Badger,1,10,5,spring,2016,22:04:00,05:26,21:15,-0.82
Lisnaskea Forest,Mouse,Wood mouse,1,8,6,summer,2016,22:46:00,04:49,21:57,-0.82
Lisnaskea Forest,Rabbit,Rabbit,1,19,7,summer,2016,22:34:00,05:14,21:45,-0.82
Lisnaskea Forest,Badger,Badger,1,12,5,spring,2016,22:08:00,05:23,21:18,-0.08
Lisnaskea Forest,Badger,Badger,1,9,6,summer,2016,03:59:00,04:49,21:58,-0.08
Lisnaskea Forest,Squirrel,Grey Squirrel,1,17,7,summer,2016,04:21:00,05:11,21:48,-0.08
Lisnaskea Forest,Badger,Badger,1,18,7,summer,2016,22:37:00,05:12,21:47,-0.08
Lisnaskea Forest,Marten,Pine Marten,1,8,8,summer,2015,21:06:00,04:48,20:14,-0.85
Lisnaskea Forest,Badger,Badger,1,13,5,spring,2016,04:30:00,05:21,21:20,-0.85
Lisnaskea Forest,Rabbit,Rabbit,1,18,5,spring,2016,04:22:00,05:13,21:29,-0.85
Lisnaskea Forest,Mouse,Wood mouse,1,25,5,spring,2016,22:31:00,05:02,21:40,-0.85
Lisnaskea Forest,Mouse,Wood mouse,1,2,8,summer,2016,04:46:00,05:37,21:24,-0.85
Lisnaskea Forest,Sika,Sika,2,9,9,autumn,2015,19:52:00,05:47,18:59,-0.87
Lisnaskea Forest,Hare,Hare,1,22,11,autumn,2015,17:07:00,08:09,16:14,-0.87
Lisnaskea Forest,Badger,Badger,1,7,5,spring,2016,04:40:00,05:32,21:09,-0.87
Lisnaskea Forest,Badger,Badger,1,13,5,spring,2016,22:12:00,05:21,21:20,-0.87
Lisnaskea Forest,Rabbit,Rabbit,1,16,5,spring,2016,04:24:00,05:16,21:25,-0.87
Lisnaskea Forest,Badger,Badger,1,6,5,spring,2016,04:41:00,05:34,21:08,-0.88
Lisnaskea Forest,Rabbit,Rabbit,1,7,5,spring,2016,22:02:00,05:32,21:09,-0.88
Lisnaskea Forest,Badger,Badger,1,12,6,summer,2016,22:53:00,04:48,22:00,-0.88
Lisnaskea Forest,Sika,Sika,1,24,11,autumn,2015,07:19:00,08:13,16:12,-0.9
Lisnaskea Forest,Squirrel,Grey Squirrel,1,20,7,summer,2016,22:38:00,05:15,21:44,-0.9
Lisnaskea Forest,Mouse,Wood mouse,1,1,8,summer,2016,22:18:00,05:35,21:24,-0.9
Lisnaskea Forest,Rabbit,Rabbit,1,4,8,summer,2016,04:46:00,05:40,21:24,-0.9
Lisnaskea Forest,Mouse,Wood mouse,1,15,9,autumn,2015,05:02:00,05:58,18:44,-0.93
Lisnaskea Forest,Sika,Sika,1,23,11,autumn,2015,07:15:00,08:11,16:13,-0.93
Lisnaskea Forest,Rabbit,Rabbit,1,13,5,spring,2016,04:25:00,05:21,21:20,-0.93
Lisnaskea Forest,Rabbit,Rabbit,1,18,5,spring,2016,22:25:00,05:13,21:29,-0.93
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,22:08:00,05:30,21:11,-0.95
Lisnaskea Forest,Badger,Badger,1,14,5,spring,2016,04:22:00,05:19,21:22,-0.95
Lisnaskea Forest,Badger,Badger,1,18,5,spring,2016,22:26:00,05:13,21:29,-0.95
Lisnaskea Forest,Sika,Sika,1,3,9,autumn,2015,04:38:00,05:36,19:14,-0.97
Lisnaskea Forest,Sika,Sika,3,4,9,autumn,2015,20:11:00,05:38,19:11,-0.98
Lisnaskea Forest,Badger,Badger,1,6,5,spring,2016,04:35:00,05:34,21:08,-0.98
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,04:31:00,05:30,21:11,-0.98
Lisnaskea Forest,Marten,Pine Marten,1,8,8,summer,2015,21:15:00,04:48,20:14,-1
Lisnaskea Forest,Badger,Badger,1,10,5,spring,2016,04:26:00,05:26,21:15,-1
Lisnaskea Forest,Rabbit,Rabbit,1,21,5,spring,2016,22:34:00,05:08,21:34,-1
Lisnaskea Forest,Fox,Fox,1,11,7,summer,2016,22:55:00,05:03,21:55,-1
Lisnaskea Forest,Sika,Sika,2,8,9,autumn,2015,20:03:00,05:45,19:01,-1.02
Lisnaskea Forest,Badger,Badger,1,11,5,spring,2016,22:18:00,05:25,21:17,-1.02
Lisnaskea Forest,Rabbit,Rabbit,1,13,5,spring,2016,04:20:00,05:21,21:20,-1.02
Lisnaskea Forest,Fox,Fox,1,14,5,spring,2016,04:18:00,05:19,21:22,-1.02
Lisnaskea Forest,Mouse,Wood mouse,1,3,6,summer,2016,22:53:00,04:53,21:52,-1.02
Lisnaskea Forest,Mouse,Wood mouse,1,15,9,autumn,2015,04:56:00,05:58,18:44,-1.03
Lisnaskea Forest,Badger,Badger,1,7,5,spring,2016,22:11:00,05:32,21:09,-1.03
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,22:13:00,05:30,21:11,-1.03
Lisnaskea Forest,Badger,Badger,1,5,5,spring,2016,03:37:00,04:40,20:07,-1.05
Lisnaskea Forest,Badger,Badger,1,7,5,spring,2016,04:29:00,05:32,21:09,-1.05
Lisnaskea Forest,Badger,Badger,1,10,5,spring,2016,04:23:00,05:26,21:15,-1.05
Lisnaskea Forest,Badger,Badger,1,10,5,spring,2016,22:18:00,05:26,21:15,-1.05
Lisnaskea Forest,Rabbit,Rabbit,1,13,5,spring,2016,04:18:00,05:21,21:20,-1.05
Lisnaskea Forest,Rabbit,Rabbit,1,14,6,summer,2016,23:04:00,04:47,22:01,-1.05
Lisnaskea Forest,Sika,Sika,2,21,9,autumn,2015,05:05:00,06:09,18:28,-1.07
Lisnaskea Forest,Sika,Sika,1,23,11,autumn,2015,17:18:00,08:11,16:13,-1.07
Lisnaskea Forest,Badger,Badger,1,10,5,spring,2016,22:19:00,05:26,21:15,-1.07
Lisnaskea Forest,Badger,Badger,1,11,5,spring,2016,22:21:00,05:25,21:17,-1.07
Lisnaskea Forest,Badger,Badger,1,13,5,spring,2016,22:24:00,05:21,21:20,-1.07
Lisnaskea Forest,Badger,Badger,1,24,5,spring,2016,22:42:00,05:04,21:38,-1.07
Lisnaskea Forest,Mouse,Wood mouse,1,1,8,summer,2016,04:31:00,05:35,21:24,-1.07
Lisnaskea Forest,Sika,Sika,2,10,9,autumn,2015,20:02:00,05:49,18:56,-1.08
Lisnaskea Forest,Sika,Sika,2,23,11,autumn,2015,07:06:00,08:11,16:13,-1.08
Lisnaskea Forest,Badger,Badger,1,9,5,spring,2016,22:18:00,05:28,21:13,-1.08
Lisnaskea Forest,Badger,Badger,2,11,5,spring,2016,04:20:00,05:25,21:17,-1.08
Lisnaskea Forest,Rabbit,Rabbit,1,19,5,spring,2016,22:35:00,05:11,21:30,-1.08
Lisnaskea Forest,Mouse,Wood mouse,1,19,9,autumn,2015,04:59:00,06:05,18:34,-1.1
Lisnaskea Forest,Badger,Badger,1,6,5,spring,2016,04:28:00,05:34,21:08,-1.1
Lisnaskea Forest,Rabbit,Rabbit,1,12,5,spring,2016,04:17:00,05:23,21:18,-1.1
Lisnaskea Forest,Rabbit,Rabbit,1,13,5,spring,2016,22:26:00,05:21,21:20,-1.1
Lisnaskea Forest,Mouse,Wood mouse,1,9,6,summer,2016,23:04:00,04:49,21:58,-1.1
Lisnaskea Forest,Sika,Sika,1,10,9,autumn,2015,04:42:00,05:49,18:56,-1.12
Lisnaskea Forest,Badger,Badger,2,9,5,spring,2016,04:21:00,05:28,21:13,-1.12
Lisnaskea Forest,Badger,Badger,1,9,5,spring,2016,22:20:00,05:28,21:13,-1.12
Lisnaskea Forest,Sika,Sika,1,6,9,autumn,2015,20:15:00,05:41,19:06,-1.13
Lisnaskea Forest,Fox,Fox,1,24,11,autumn,2015,17:21:00,08:13,16:12,-1.13
Lisnaskea Forest,Hedgehog,Hedgehog,1,30,7,summer,2016,04:24:00,05:32,21:27,-1.13
Lisnaskea Forest,Marten,Pine Marten,1,8,9,autumn,2015,20:11:00,05:45,19:01,-1.15
Lisnaskea Forest,Sika,Sika,2,16,9,autumn,2015,19:51:00,06:00,18:41,-1.15
Lisnaskea Forest,Mouse,Wood mouse,1,15,9,autumn,2015,04:48:00,05:58,18:44,-1.02
Lisnaskea Forest,Badger,Badger,1,7,6,summer,2016,23:06:00,04:50,21:56,-1.02
Lisnaskea Forest,Sika,Sika,2,6,9,autumn,2015,20:18:00,05:41,19:06,-1.18
Lisnaskea Forest,Sika,Sika,1,10,9,autumn,2015,04:38:00,05:49,18:56,-1.18
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,04:19:00,05:30,21:11,-1.18
Lisnaskea Forest,Rabbit,Rabbit,1,11,5,spring,2016,22:28:00,05:25,21:17,-1.18
Lisnaskea Forest,Badger,Badger,1,18,5,spring,2016,22:40:00,05:13,21:29,-1.18
Lisnaskea Forest,Badger,Badger,1,5,6,summer,2016,23:05:00,04:51,21:54,-1.18
Lisnaskea Forest,Fox,Fox,1,18,11,autumn,2015,17:33:00,08:02,16:20,-1.2
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,22:23:00,05:30,21:11,-1.2
Lisnaskea Forest,Badger,Badger,1,9,5,spring,2016,04:16:00,05:28,21:13,-1.2
Lisnaskea Forest,Rabbit,Rabbit,1,1,6,summer,2016,03:43:00,04:55,21:49,-1.2
Lisnaskea Forest,Marten,Pine Marten,1,8,9,autumn,2015,20:15:00,05:45,19:01,-1.22
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,04:17:00,05:30,21:11,-1.22
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,22:24:00,05:30,21:11,-1.22
Lisnaskea Forest,Badger,Badger,1,11,5,spring,2016,22:30:00,05:25,21:17,-1.22
Lisnaskea Forest,Mouse,Wood mouse,1,2,6,summer,2016,03:41:00,04:54,21:51,-1.22
Lisnaskea Forest,Hedgehog,Hedgehog,1,10,7,summer,2016,03:48:00,05:01,21:56,-1.22
Lisnaskea Forest,Mouse,Wood mouse,1,31,7,summer,2016,04:20:00,05:33,21:26,-1.22
Lisnaskea Forest,Sika,Sika,1,5,9,autumn,2015,20:24:00,05:40,19:09,-1.23
Lisnaskea Forest,Sika,Sika,4,6,9,autumn,2015,20:21:00,05:41,19:06,-1.23
Lisnaskea Forest,Sika,Sika,1,23,11,autumn,2015,06:57:00,08:11,16:13,-1.23
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,04:16:00,05:30,21:11,-1.23
Lisnaskea Forest,Badger,Badger,1,9,5,spring,2016,22:27:00,05:28,21:13,-1.23
Lisnaskea Forest,Badger,Badger,2,11,5,spring,2016,22:31:00,05:25,21:17,-1.23
Lisnaskea Forest,Rabbit,Rabbit,1,12,5,spring,2016,22:32:00,05:23,21:18,-1.23
Lisnaskea Forest,Fox,Fox,1,7,8,summer,2015,03:31:00,04:46,20:16,-1.25
Lisnaskea Forest,Sika,Sika,1,20,11,autumn,2015,17:33:00,08:06,16:17,-1.25
Lisnaskea Forest,Badger,Badger,1,7,5,spring,2016,22:24:00,05:32,21:09,-1.25
Lisnaskea Forest,Badger,Badger,3,8,5,spring,2016,22:26:00,05:30,21:11,-1.25
Lisnaskea Forest,Badger,Badger,1,13,5,spring,2016,04:06:00,05:21,21:20,-1.25
Lisnaskea Forest,Badger,Badger,1,13,5,spring,2016,22:35:00,05:21,21:20,-1.25
Lisnaskea Forest,Badger,Badger,1,17,5,spring,2016,22:42:00,05:14,21:27,-1.25
Lisnaskea Forest,Rabbit,Rabbit,1,18,5,spring,2016,22:44:00,05:13,21:29,-1.25
Lisnaskea Forest,Sika,Sika,1,28,9,autumn,2015,19:28:00,06:22,18:11,-1.27
Lisnaskea Forest,Sika,Sika,1,23,11,autumn,2015,06:55:00,08:11,16:13,-1.27
Lisnaskea Forest,Rabbit,Rabbit,1,8,5,spring,2016,04:14:00,05:30,21:11,-1.27
Lisnaskea Forest,Badger,Badger,1,10,6,summer,2016,23:15:00,04:48,21:59,-1.27
Lisnaskea Forest,Badger,Badger,1,1,8,summer,2016,22:40:00,05:35,21:24,-1.27
Lisnaskea Forest,Marten,Pine Marten,1,4,8,summer,2015,21:40:00,04:41,20:22,-1.28
Lisnaskea Forest,Rabbit,Rabbit,1,7,5,spring,2016,04:15:00,05:32,21:09,-1.28
Lisnaskea Forest,Rabbit,Rabbit,1,8,5,spring,2016,22:28:00,05:30,21:11,-1.28
Lisnaskea Forest,Rabbit,Rabbit,1,8,5,spring,2016,22:28:00,05:30,21:11,-1.28
Lisnaskea Forest,Sika,Sika,2,4,9,autumn,2015,20:30:00,05:38,19:11,-1.3
Lisnaskea Forest,Marten,Pine Marten,1,8,9,autumn,2015,20:20:00,05:45,19:01,-1.3
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,04:11:00,05:30,21:11,-1.32
Lisnaskea Forest,Rabbit,Rabbit,1,16,5,spring,2016,22:44:00,05:16,21:25,-1.32
Lisnaskea Forest,Sika,Sika,1,5,9,autumn,2015,20:30:00,05:40,19:09,-1.03
Lisnaskea Forest,Badger,Badger,1,13,5,spring,2016,04:01:00,05:21,21:20,-1.03
Lisnaskea Forest,Badger,Badger,1,23,5,spring,2016,03:45:00,05:05,21:37,-1.03
Lisnaskea Forest,Squirrel,Grey Squirrel,1,15,7,summer,2016,03:48:00,05:08,21:51,-1.03
Lisnaskea Forest,Sika,Sika,1,31,8,summer,2015,20:43:00,05:30,19:21,-1.35
Lisnaskea Forest,Marten,Pine Marten,1,9,10,autumn,2015,05:22:00,06:43,17:43,-1.35
Lisnaskea Forest,Rabbit,Rabbit,1,6,5,spring,2016,22:29:00,05:34,21:08,-1.35
Lisnaskea Forest,Badger,Badger,1,14,5,spring,2016,22:43:00,05:19,21:22,-1.35
Lisnaskea Forest,Badger,Badger,1,12,6,summer,2016,23:21:00,04:48,22:00,-1.35
Lisnaskea Forest,Rat,Rat,1,22,6,summer,2016,23:25:00,04:47,22:04,-1.35
Lisnaskea Forest,Sika,Sika,1,5,9,autumn,2015,20:32:00,05:40,19:09,-1.37
Lisnaskea Forest,Badger,Badger,1,7,5,spring,2016,22:31:00,05:32,21:09,-1.37
Lisnaskea Forest,Badger,Badger,1,13,5,spring,2016,03:59:00,05:21,21:20,-1.37
Lisnaskea Forest,Badger,Badger,1,6,6,summer,2016,23:17:00,04:51,21:55,-1.37
Lisnaskea Forest,Hedgehog,Hedgehog,1,17,7,summer,2016,03:49:00,05:11,21:48,-1.37
Lisnaskea Forest,Fox,Fox,1,2,10,autumn,2015,05:06:00,06:29,18:01,-1.38
Lisnaskea Forest,Sika,Sika,2,14,11,autumn,2015,17:50:00,07:54,16:26,-1.38
Lisnaskea Forest,Sika,Sika,1,20,11,autumn,2015,17:41:00,08:06,16:17,-1.38
Lisnaskea Forest,Badger,Badger,1,7,5,spring,2016,22:32:00,05:32,21:09,-1.38
Lisnaskea Forest,Rabbit,Rabbit,1,12,5,spring,2016,04:00:00,05:23,21:18,-1.38
Lisnaskea Forest,Rabbit,Rabbit,1,17,5,spring,2016,22:50:00,05:14,21:27,-1.38
Lisnaskea Forest,Fox,Fox,1,27,6,summer,2016,03:27:00,04:50,22:04,-1.38
Lisnaskea Forest,Sika,Sika,2,13,11,autumn,2015,17:53:00,07:52,16:28,-1.4
Lisnaskea Forest,Sika,Sika,1,20,11,autumn,2015,17:42:00,08:06,16:17,-1.4
Lisnaskea Forest,Rabbit,Rabbit,1,25,5,spring,2016,23:04:00,05:02,21:40,-1.4
Lisnaskea Forest,Sika,Sika,1,2,10,autumn,2015,05:04:00,06:29,18:01,-1.42
Lisnaskea Forest,Badger,Badger,1,12,6,summer,2016,03:23:00,04:48,22:00,-1.42
Lisnaskea Forest,Squirrel,Grey Squirrel,1,23,6,summer,2016,23:29:00,04:48,22:04,-1.42
Lisnaskea Forest,Sika,Sika,2,5,9,autumn,2015,20:36:00,05:40,19:09,-1.43
Lisnaskea Forest,Mouse,Wood mouse,1,15,9,autumn,2015,20:11:00,05:58,18:44,-1.43
Lisnaskea Forest,Badger,Badger,1,7,5,spring,2016,22:35:00,05:32,21:09,-1.43
Lisnaskea Forest,Rabbit,Rabbit,1,8,5,spring,2016,22:38:00,05:30,21:11,-1.45
Lisnaskea Forest,Badger,Badger,2,13,5,spring,2016,22:47:00,05:21,21:20,-1.45
Lisnaskea Forest,Sika,Sika,3,5,9,autumn,2015,20:38:00,05:40,19:09,-1.47
Lisnaskea Forest,Marten,Pine Marten,1,19,9,autumn,2015,20:02:00,06:05,18:34,-1.47
Lisnaskea Forest,Sika,Sika,1,6,10,autumn,2015,05:09:00,06:37,17:51,-1.47
Lisnaskea Forest,Rabbit,Rabbit,1,23,5,spring,2016,03:37:00,05:05,21:37,-1.47
Lisnaskea Forest,Sika,Sika,1,4,9,autumn,2015,20:41:00,05:38,19:11,-1.48
Lisnaskea Forest,Sika,Sika,2,17,9,autumn,2015,04:32:00,06:02,18:39,-1.05
Lisnaskea Forest,Badger,Badger,1,8,5,spring,2016,04:00:00,05:30,21:11,-1.05
Lisnaskea Forest,Marten,Pine Marten,1,3,8,summer,2015,21:56:00,04:39,20:24,-1.52
Lisnaskea Forest,Mouse,Wood mouse,1,16,9,autumn,2015,04:29:00,06:00,18:41,-1.52
Lisnaskea Forest,Marten,Pine Marten,1,18,9,autumn,2015,04:32:00,06:03,18:36,-1.52
Lisnaskea Forest,Rabbit,Rabbit,1,20,6,summer,2016,23:35:00,04:47,22:04,-1.52
Lisnaskea Forest,Marten,Pine Marten,1,8,9,autumn,2015,20:34:00,05:45,19:01,-1.53
Lisnaskea Forest,Fox,Fox,1,2,10,autumn,2015,04:57:00,06:29,18:01,-1.53
Lisnaskea Forest,Rabbit,Rabbit,1,14,5,spring,2016,22:54:00,05:19,21:22,-1.53
Lisnaskea Forest,Fox,Fox,1,15,5,spring,2016,03:45:00,05:17,21:24,-1.53
Lisnaskea Forest,Badger,Badger,1,17,5,spring,2016,22:59:00,05:14,21:27,-1.53
Lisnaskea Forest,Badger,Badger,1,15,6,summer,2016,23:34:00,04:47,22:02,-1.53
Lisnaskea Forest,Hedgehog,Hedgehog,1,16,7,summer,2016,23:21:00,05:09,21:49,-1.53
Lisnaskea Forest,Sika,Sika,1,11,9,autumn,2015,20:28:00,05:51,18:54,-1.55
Lisnaskea Forest,Sika,Sika,2,4,9,autumn,2015,20:46:00,05:38,19:11,-1.57
Lisnaskea Forest,Fox,Fox,1,19,9,autumn,2015,20:08:00,06:05,18:34,-1.57
Lisnaskea Forest,Fox,Fox,1,4,10,autumn,2015,04:59:00,06:33,17:56,-1.57
Lisnaskea Forest,Badger,Badger,1,11,5,spring,2016,03:51:00,05:25,21:17,-1.57
Lisnaskea Forest,Badger,Badger,1,11,5,spring,2016,22:51:00,05:25,21:17,-1.57
Lisnaskea Forest,Badger,Badger,1,12,6,summer,2016,03:14:00,04:48,22:00,-1.57
Lisnaskea Forest,Mouse,Wood mouse,1,17,6,summer,2016,23:37:00,04:47,22:03,-1.57
Lisnaskea Forest,Mouse,Wood mouse,1,10,9,autumn,2015,04:14:00,05:49,18:56,-1.58
Lisnaskea Forest,Fox,Fox,1,19,9,autumn,2015,20:09:00,06:05,18:34,-1.58
Lisnaskea Forest,Badger,Badger,1,9,5,spring,2016,22:48:00,05:28,21:13,-1.58
Lisnaskea Forest,Badger,Badger,1,25,5,spring,2016,23:15:00,05:02,21:40,-1.58
Lisnaskea Forest,Badger,Badger,1,20,6,summer,2016,03:12:00,04:47,22:04,-1.58
Lisnaskea Forest,Sika,Sika,1,15,9,autumn,2015,20:21:00,05:58,18:44,-1.6
Lisnaskea Forest,Badger,Badger,1,6,6,summer,2016,03:15:00,04:51,21:55,-1.6
Lisnaskea Forest,Rabbit,Rabbit,1,19,7,summer,2016,23:21:00,05:14,21:45,-1.6
Lisnaskea Forest,Sika,Sika,1,6,10,autumn,2015,19:29:00,06:37,17:51,-1.62
